week,country,region,sub_region,cases,deaths
2020-12-14,Belgique,Wallonie,Hainaut,2103,0
2020-12-14,Belgique,Wallonie,Liège,1295,0
2020-12-14,Belgique,Wallonie,Namur,839,0
2020-12-14,Belgique,Wallonie,Province de Luxembourg,497,0
2020-12-14,Belgique,Wallonie,,0,174
2020-12-21,Belgique,Wallonie,Brabant Wallon,343,0
2020-12-21,Belgique,Wallonie,Hainaut,1471,0
2020-12-21,Belgique,Wallonie,Liège,944,0
2020-12-21,Belgique,Wallonie,Namur,569,0
2020-12-21,Belgique,Wallonie,Province de Luxembourg,346,0
2020-12-21,Belgique,Wallonie,,0,145
2020-12-28,Belgique,Wallonie,Brabant Wallon,278,0
2020-12-28,Belgique,Wallonie,Hainaut,1003,0
2020-12-28,Belgique,Wallonie,Liège,794,0
2020-12-28,Belgique,Wallonie,Namur,344,0
2020-12-28,Belgique,Wallonie,Province de Luxembourg,262,0
2020-12-28,Belgique,Wallonie,,0,79
2021-01-04,Belgique,Wallonie,Brabant Wallon,630,0
2021-01-04,Belgique,Wallonie,Hainaut,1723,0
2021-01-04,Belgique,Wallonie,Liège,1252,0
2021-01-04,Belgique,Wallonie,Namur,647,0
2021-01-04,Belgique,Wallonie,Province de Luxembourg,468,0
2021-01-04,Belgique,Wallonie,,0,162
2021-01-11,Belgique,Wallonie,Brabant Wallon,480,0
2021-01-11,Belgique,Wallonie,Hainaut,1581,0
2021-01-11,Belgique,Wallonie,Liège,990,0
2021-01-11,Belgique,Wallonie,Namur,460,0
2021-01-11,Belgique,Wallonie,Province de Luxembourg,317,0
2021-01-11,Belgique,Wallonie,,0,89
2021-01-18,Belgique,Wallonie,Brabant Wallon,524,0
2021-01-18,Belgique,Wallonie,Hainaut,1663,0
2021-01-18,Belgique,Wallonie,Liège,1078,0
2021-01-18,Belgique,Wallonie,Namur,470,0
2021-01-18,Belgique,Wallonie,Province de Luxembourg,362,0
2021-01-18,Belgique,Wallonie,,0,77
2021-01-25,Belgique,Wallonie,Brabant Wallon,754,0
2021-01-25,Belgique,Wallonie,Hainaut,2137,0
2021-01-25,Belgique,Wallonie,Liège,1240,0
2021-01-25,Belgique,Wallonie,Namur,574,0
2021-01-25,Belgique,Wallonie,Province de Luxembourg,471,0
2021-01-25,Belgique,Wallonie,,0,86
2021-02-01,Belgique,Wallonie,Brabant Wallon,661,0
2021-02-01,Belgique,Wallonie,Hainaut,1921,0
2021-02-01,Belgique,Wallonie,Liège,1062,0
2021-02-01,Belgique,Wallonie,Namur,698,0
2021-02-01,Belgique,Wallonie,Province de Luxembourg,417,0
2021-02-01,Belgique,Wallonie,,0,82
2021-02-08,Belgique,Wallonie,Brabant Wallon,490,0
2021-02-08,Belgique,Wallonie,Hainaut,1461,0
2021-02-08,Belgique,Wallonie,Liège,887,0
2021-02-08,Belgique,Wallonie,Namur,544,0
2021-02-08,Belgique,Wallonie,Province de Luxembourg,421,0
2021-02-08,Belgique,Wallonie,,0,77
2021-02-15,Belgique,Wallonie,Brabant Wallon,631,0
2021-02-15,Belgique,Wallonie,Hainaut,1609,0
2021-02-15,Belgique,Wallonie,Liège,955,0
2021-02-15,Belgique,Wallonie,Namur,761,0
2021-02-15,Belgique,Wallonie,Province de Luxembourg,523,0
2021-02-15,Belgique,Wallonie,,0,63
2021-02-22,Belgique,Wallonie,Brabant Wallon,649,0
2021-02-22,Belgique,Wallonie,Hainaut,1960,0
2021-02-22,Belgique,Wallonie,Liège,920,0
2021-02-22,Belgique,Wallonie,Namur,736,0
2021-02-22,Belgique,Wallonie,Province de Luxembourg,433,0
2021-02-22,Belgique,Wallonie,,0,48
2020-02-24,Deutschland,Rheinland-Pfalz,Ahrweiler,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Alzey-Worms,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Bad Kreuznach,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Birkenfeld,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,2,0
2020-02-24,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),2,0
2020-02-24,Deutschland,Rheinland-Pfalz,Kusel,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Ludwigshafen,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Mainz,5,0
2020-02-24,Deutschland,Rheinland-Pfalz,Mainz-Bingen,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Neuwied,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Trier,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Trier-Saarburg,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Vulkaneifel,1,0
2020-02-24,Deutschland,Rheinland-Pfalz,Westerwaldkreis,1,0
2020-02-24,Deutschland,Saarland,Neunkirchen,1,1
2020-02-24,Deutschland,Saarland,Saarlouis,5,0
2020-02-24,Deutschland,Saarland,Saarpfalz-Kreis,3,0
2020-02-24,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,3,0
2020-03-02,Deutschland,Rheinland-Pfalz,Ahrweiler,2,0
2020-03-02,Deutschland,Rheinland-Pfalz,Alzey-Worms,4,0
2020-03-02,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,12,1
2020-03-02,Deutschland,Rheinland-Pfalz,Bad Kreuznach,1,0
2020-03-02,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,5,0
2020-03-02,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,4,0
2020-03-02,Deutschland,Rheinland-Pfalz,Cochem-Zell,5,0
2020-03-02,Deutschland,Rheinland-Pfalz,Frankenthal,1,0
2020-03-02,Deutschland,Rheinland-Pfalz,Germersheim,3,0
2020-03-02,Deutschland,Rheinland-Pfalz,Kaiserslautern,2,0
2020-03-02,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),2,0
2020-03-02,Deutschland,Rheinland-Pfalz,Koblenz,7,0
2020-03-02,Deutschland,Rheinland-Pfalz,Kusel,7,0
2020-03-02,Deutschland,Rheinland-Pfalz,Ludwigshafen,4,0
2020-03-02,Deutschland,Rheinland-Pfalz,Mainz,8,0
2020-03-02,Deutschland,Rheinland-Pfalz,Mainz-Bingen,4,0
2020-03-02,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,5,0
2020-03-02,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,1,0
2020-03-02,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,3,0
2020-03-02,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,7,2
2020-03-02,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,1,0
2020-03-02,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,1,0
2020-03-02,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,1,0
2020-03-02,Deutschland,Rheinland-Pfalz,Trier,4,0
2020-03-02,Deutschland,Rheinland-Pfalz,Trier-Saarburg,3,0
2020-03-02,Deutschland,Rheinland-Pfalz,Westerwaldkreis,6,0
2020-03-02,Deutschland,Rheinland-Pfalz,Worms,2,0
2020-03-02,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,1,0
2020-03-02,Deutschland,Saarland,Merzig-Wadern,2,0
2020-03-02,Deutschland,Saarland,Neunkirchen,7,0
2020-03-02,Deutschland,Saarland,Saarlouis,7,0
2020-03-02,Deutschland,Saarland,Saarpfalz-Kreis,5,0
2020-03-02,Deutschland,Saarland,Sankt Wendel,2,0
2020-03-02,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,14,0
2020-03-09,Deutschland,Rheinland-Pfalz,Ahrweiler,22,0
2020-03-09,Deutschland,Rheinland-Pfalz,Altenkirchen,24,0
2020-03-09,Deutschland,Rheinland-Pfalz,Alzey-Worms,35,0
2020-03-09,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,53,0
2020-03-09,Deutschland,Rheinland-Pfalz,Bad Kreuznach,12,0
2020-03-09,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,12,0
2020-03-09,Deutschland,Rheinland-Pfalz,Birkenfeld,9,0
2020-03-09,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,21,0
2020-03-09,Deutschland,Rheinland-Pfalz,Cochem-Zell,41,0
2020-03-09,Deutschland,Rheinland-Pfalz,Donnersbergkreis,2,0
2020-03-09,Deutschland,Rheinland-Pfalz,Frankenthal,4,0
2020-03-09,Deutschland,Rheinland-Pfalz,Germersheim,25,1
2020-03-09,Deutschland,Rheinland-Pfalz,Kaiserslautern,22,0
2020-03-09,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),13,0
2020-03-09,Deutschland,Rheinland-Pfalz,Koblenz,21,0
2020-03-09,Deutschland,Rheinland-Pfalz,Kusel,24,0
2020-03-09,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,5,0
2020-03-09,Deutschland,Rheinland-Pfalz,Ludwigshafen,18,0
2020-03-09,Deutschland,Rheinland-Pfalz,Mainz,62,0
2020-03-09,Deutschland,Rheinland-Pfalz,Mainz-Bingen,50,1
2020-03-09,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,45,1
2020-03-09,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,12,0
2020-03-09,Deutschland,Rheinland-Pfalz,Neuwied,19,0
2020-03-09,Deutschland,Rheinland-Pfalz,Pirmasens,3,0
2020-03-09,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,32,0
2020-03-09,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,26,0
2020-03-09,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,20,0
2020-03-09,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,30,0
2020-03-09,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,11,0
2020-03-09,Deutschland,Rheinland-Pfalz,Speyer,8,0
2020-03-09,Deutschland,Rheinland-Pfalz,Trier,13,0
2020-03-09,Deutschland,Rheinland-Pfalz,Trier-Saarburg,24,1
2020-03-09,Deutschland,Rheinland-Pfalz,Vulkaneifel,14,0
2020-03-09,Deutschland,Rheinland-Pfalz,Westerwaldkreis,66,1
2020-03-09,Deutschland,Rheinland-Pfalz,Worms,25,0
2020-03-09,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,2,0
2020-03-09,Deutschland,Saarland,Merzig-Wadern,6,0
2020-03-09,Deutschland,Saarland,Neunkirchen,12,0
2020-03-09,Deutschland,Saarland,Saarlouis,47,0
2020-03-09,Deutschland,Saarland,Saarpfalz-Kreis,31,1
2020-03-09,Deutschland,Saarland,Sankt Wendel,38,0
2020-03-09,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,83,1
2020-03-16,Deutschland,Rheinland-Pfalz,Ahrweiler,36,0
2020-03-16,Deutschland,Rheinland-Pfalz,Altenkirchen,19,0
2020-03-16,Deutschland,Rheinland-Pfalz,Alzey-Worms,42,1
2020-03-16,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,88,3
2020-03-16,Deutschland,Rheinland-Pfalz,Bad Kreuznach,34,0
2020-03-16,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,37,0
2020-03-16,Deutschland,Rheinland-Pfalz,Birkenfeld,20,1
2020-03-16,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,35,1
2020-03-16,Deutschland,Rheinland-Pfalz,Cochem-Zell,42,0
2020-03-16,Deutschland,Rheinland-Pfalz,Donnersbergkreis,29,1
2020-03-16,Deutschland,Rheinland-Pfalz,Frankenthal,13,1
2020-03-16,Deutschland,Rheinland-Pfalz,Germersheim,36,0
2020-03-16,Deutschland,Rheinland-Pfalz,Kaiserslautern,30,1
2020-03-16,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),34,0
2020-03-16,Deutschland,Rheinland-Pfalz,Koblenz,76,3
2020-03-16,Deutschland,Rheinland-Pfalz,Kusel,20,0
2020-03-16,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,21,0
2020-03-16,Deutschland,Rheinland-Pfalz,Ludwigshafen,42,0
2020-03-16,Deutschland,Rheinland-Pfalz,Mainz,80,2
2020-03-16,Deutschland,Rheinland-Pfalz,Mainz-Bingen,64,1
2020-03-16,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,120,2
2020-03-16,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,38,1
2020-03-16,Deutschland,Rheinland-Pfalz,Neuwied,52,2
2020-03-16,Deutschland,Rheinland-Pfalz,Pirmasens,12,0
2020-03-16,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,48,0
2020-03-16,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,43,2
2020-03-16,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,54,1
2020-03-16,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,26,0
2020-03-16,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,23,0
2020-03-16,Deutschland,Rheinland-Pfalz,Speyer,11,0
2020-03-16,Deutschland,Rheinland-Pfalz,Trier,33,0
2020-03-16,Deutschland,Rheinland-Pfalz,Trier-Saarburg,47,3
2020-03-16,Deutschland,Rheinland-Pfalz,Vulkaneifel,26,0
2020-03-16,Deutschland,Rheinland-Pfalz,Westerwaldkreis,71,1
2020-03-16,Deutschland,Rheinland-Pfalz,Worms,41,1
2020-03-16,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,8,0
2020-03-16,Deutschland,Saarland,Merzig-Wadern,32,0
2020-03-16,Deutschland,Saarland,Neunkirchen,41,0
2020-03-16,Deutschland,Saarland,Saarlouis,71,3
2020-03-16,Deutschland,Saarland,Saarpfalz-Kreis,78,2
2020-03-16,Deutschland,Saarland,Sankt Wendel,31,1
2020-03-16,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,194,8
2020-03-23,Deutschland,Rheinland-Pfalz,Ahrweiler,24,1
2020-03-23,Deutschland,Rheinland-Pfalz,Altenkirchen,24,1
2020-03-23,Deutschland,Rheinland-Pfalz,Alzey-Worms,18,0
2020-03-23,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,40,1
2020-03-23,Deutschland,Rheinland-Pfalz,Bad Kreuznach,33,0
2020-03-23,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,26,1
2020-03-23,Deutschland,Rheinland-Pfalz,Birkenfeld,24,0
2020-03-23,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,45,2
2020-03-23,Deutschland,Rheinland-Pfalz,Cochem-Zell,21,1
2020-03-23,Deutschland,Rheinland-Pfalz,Donnersbergkreis,25,0
2020-03-23,Deutschland,Rheinland-Pfalz,Frankenthal,7,0
2020-03-23,Deutschland,Rheinland-Pfalz,Germersheim,31,1
2020-03-23,Deutschland,Rheinland-Pfalz,Kaiserslautern,21,0
2020-03-23,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),22,2
2020-03-23,Deutschland,Rheinland-Pfalz,Koblenz,52,6
2020-03-23,Deutschland,Rheinland-Pfalz,Kusel,6,0
2020-03-23,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,17,1
2020-03-23,Deutschland,Rheinland-Pfalz,Ludwigshafen,43,1
2020-03-23,Deutschland,Rheinland-Pfalz,Mainz,100,3
2020-03-23,Deutschland,Rheinland-Pfalz,Mainz-Bingen,74,3
2020-03-23,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,64,2
2020-03-23,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,20,0
2020-03-23,Deutschland,Rheinland-Pfalz,Neuwied,49,0
2020-03-23,Deutschland,Rheinland-Pfalz,Pirmasens,4,0
2020-03-23,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,30,0
2020-03-23,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,38,2
2020-03-23,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,44,1
2020-03-23,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,39,1
2020-03-23,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,24,2
2020-03-23,Deutschland,Rheinland-Pfalz,Speyer,9,0
2020-03-23,Deutschland,Rheinland-Pfalz,Trier,25,0
2020-03-23,Deutschland,Rheinland-Pfalz,Trier-Saarburg,39,0
2020-03-23,Deutschland,Rheinland-Pfalz,Vulkaneifel,16,0
2020-03-23,Deutschland,Rheinland-Pfalz,Westerwaldkreis,51,5
2020-03-23,Deutschland,Rheinland-Pfalz,Worms,28,4
2020-03-23,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,11,0
2020-03-23,Deutschland,Saarland,Merzig-Wadern,23,0
2020-03-23,Deutschland,Saarland,Neunkirchen,50,2
2020-03-23,Deutschland,Saarland,Saarlouis,77,3
2020-03-23,Deutschland,Saarland,Saarpfalz-Kreis,56,1
2020-03-23,Deutschland,Saarland,Sankt Wendel,32,1
2020-03-23,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,139,16
2020-03-30,Deutschland,Rheinland-Pfalz,Ahrweiler,14,0
2020-03-30,Deutschland,Rheinland-Pfalz,Altenkirchen,24,5
2020-03-30,Deutschland,Rheinland-Pfalz,Alzey-Worms,16,1
2020-03-30,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,37,2
2020-03-30,Deutschland,Rheinland-Pfalz,Bad Kreuznach,52,2
2020-03-30,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,26,1
2020-03-30,Deutschland,Rheinland-Pfalz,Birkenfeld,12,1
2020-03-30,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,26,1
2020-03-30,Deutschland,Rheinland-Pfalz,Cochem-Zell,10,0
2020-03-30,Deutschland,Rheinland-Pfalz,Donnersbergkreis,14,0
2020-03-30,Deutschland,Rheinland-Pfalz,Frankenthal,5,1
2020-03-30,Deutschland,Rheinland-Pfalz,Germersheim,16,1
2020-03-30,Deutschland,Rheinland-Pfalz,Kaiserslautern,4,0
2020-03-30,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),14,0
2020-03-30,Deutschland,Rheinland-Pfalz,Koblenz,40,6
2020-03-30,Deutschland,Rheinland-Pfalz,Kusel,12,0
2020-03-30,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,12,0
2020-03-30,Deutschland,Rheinland-Pfalz,Ludwigshafen,53,0
2020-03-30,Deutschland,Rheinland-Pfalz,Mainz,69,3
2020-03-30,Deutschland,Rheinland-Pfalz,Mainz-Bingen,60,5
2020-03-30,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,45,5
2020-03-30,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,17,0
2020-03-30,Deutschland,Rheinland-Pfalz,Neuwied,35,1
2020-03-30,Deutschland,Rheinland-Pfalz,Pirmasens,6,0
2020-03-30,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,20,1
2020-03-30,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,19,0
2020-03-30,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,38,0
2020-03-30,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,24,2
2020-03-30,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,31,1
2020-03-30,Deutschland,Rheinland-Pfalz,Speyer,17,0
2020-03-30,Deutschland,Rheinland-Pfalz,Trier,13,1
2020-03-30,Deutschland,Rheinland-Pfalz,Trier-Saarburg,21,0
2020-03-30,Deutschland,Rheinland-Pfalz,Vulkaneifel,26,1
2020-03-30,Deutschland,Rheinland-Pfalz,Westerwaldkreis,39,2
2020-03-30,Deutschland,Rheinland-Pfalz,Worms,31,1
2020-03-30,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,10,0
2020-03-30,Deutschland,Saarland,Merzig-Wadern,66,2
2020-03-30,Deutschland,Saarland,Neunkirchen,50,2
2020-03-30,Deutschland,Saarland,Saarlouis,134,9
2020-03-30,Deutschland,Saarland,Saarpfalz-Kreis,60,2
2020-03-30,Deutschland,Saarland,Sankt Wendel,20,0
2020-03-30,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,284,40
2020-04-06,Deutschland,Rheinland-Pfalz,Ahrweiler,17,0
2020-04-06,Deutschland,Rheinland-Pfalz,Altenkirchen,25,2
2020-04-06,Deutschland,Rheinland-Pfalz,Alzey-Worms,38,3
2020-04-06,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,46,3
2020-04-06,Deutschland,Rheinland-Pfalz,Bad Kreuznach,14,0
2020-04-06,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,14,0
2020-04-06,Deutschland,Rheinland-Pfalz,Birkenfeld,8,0
2020-04-06,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,16,0
2020-04-06,Deutschland,Rheinland-Pfalz,Cochem-Zell,5,0
2020-04-06,Deutschland,Rheinland-Pfalz,Donnersbergkreis,17,1
2020-04-06,Deutschland,Rheinland-Pfalz,Frankenthal,2,0
2020-04-06,Deutschland,Rheinland-Pfalz,Germersheim,14,0
2020-04-06,Deutschland,Rheinland-Pfalz,Kaiserslautern,15,0
2020-04-06,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),10,0
2020-04-06,Deutschland,Rheinland-Pfalz,Koblenz,31,2
2020-04-06,Deutschland,Rheinland-Pfalz,Kusel,15,0
2020-04-06,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,2,0
2020-04-06,Deutschland,Rheinland-Pfalz,Ludwigshafen,48,1
2020-04-06,Deutschland,Rheinland-Pfalz,Mainz,61,8
2020-04-06,Deutschland,Rheinland-Pfalz,Mainz-Bingen,53,5
2020-04-06,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,38,4
2020-04-06,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,8,1
2020-04-06,Deutschland,Rheinland-Pfalz,Neuwied,34,1
2020-04-06,Deutschland,Rheinland-Pfalz,Pirmasens,2,0
2020-04-06,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,10,2
2020-04-06,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,15,0
2020-04-06,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,27,2
2020-04-06,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,11,0
2020-04-06,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,9,0
2020-04-06,Deutschland,Rheinland-Pfalz,Speyer,10,1
2020-04-06,Deutschland,Rheinland-Pfalz,Trier,4,0
2020-04-06,Deutschland,Rheinland-Pfalz,Trier-Saarburg,26,1
2020-04-06,Deutschland,Rheinland-Pfalz,Vulkaneifel,12,0
2020-04-06,Deutschland,Rheinland-Pfalz,Westerwaldkreis,59,12
2020-04-06,Deutschland,Rheinland-Pfalz,Worms,19,1
2020-04-06,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,3,1
2020-04-06,Deutschland,Saarland,Merzig-Wadern,38,0
2020-04-06,Deutschland,Saarland,Neunkirchen,35,2
2020-04-06,Deutschland,Saarland,Saarlouis,95,5
2020-04-06,Deutschland,Saarland,Saarpfalz-Kreis,29,1
2020-04-06,Deutschland,Saarland,Sankt Wendel,23,1
2020-04-06,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,264,26
2020-04-13,Deutschland,Rheinland-Pfalz,Ahrweiler,2,0
2020-04-13,Deutschland,Rheinland-Pfalz,Altenkirchen,20,3
2020-04-13,Deutschland,Rheinland-Pfalz,Alzey-Worms,26,0
2020-04-13,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,27,1
2020-04-13,Deutschland,Rheinland-Pfalz,Bad Kreuznach,20,1
2020-04-13,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,9,0
2020-04-13,Deutschland,Rheinland-Pfalz,Birkenfeld,6,0
2020-04-13,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,13,0
2020-04-13,Deutschland,Rheinland-Pfalz,Cochem-Zell,2,0
2020-04-13,Deutschland,Rheinland-Pfalz,Donnersbergkreis,18,1
2020-04-13,Deutschland,Rheinland-Pfalz,Frankenthal,5,0
2020-04-13,Deutschland,Rheinland-Pfalz,Germersheim,11,1
2020-04-13,Deutschland,Rheinland-Pfalz,Kaiserslautern,2,0
2020-04-13,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),17,3
2020-04-13,Deutschland,Rheinland-Pfalz,Koblenz,21,1
2020-04-13,Deutschland,Rheinland-Pfalz,Kusel,2,1
2020-04-13,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,4,0
2020-04-13,Deutschland,Rheinland-Pfalz,Ludwigshafen,49,0
2020-04-13,Deutschland,Rheinland-Pfalz,Mainz,63,6
2020-04-13,Deutschland,Rheinland-Pfalz,Mainz-Bingen,43,2
2020-04-13,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,11,1
2020-04-13,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,3,0
2020-04-13,Deutschland,Rheinland-Pfalz,Neuwied,15,0
2020-04-13,Deutschland,Rheinland-Pfalz,Pirmasens,3,0
2020-04-13,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,13,1
2020-04-13,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,7,0
2020-04-13,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,14,0
2020-04-13,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,2,0
2020-04-13,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,3,0
2020-04-13,Deutschland,Rheinland-Pfalz,Speyer,10,0
2020-04-13,Deutschland,Rheinland-Pfalz,Trier,3,0
2020-04-13,Deutschland,Rheinland-Pfalz,Trier-Saarburg,9,1
2020-04-13,Deutschland,Rheinland-Pfalz,Vulkaneifel,8,1
2020-04-13,Deutschland,Rheinland-Pfalz,Westerwaldkreis,29,1
2020-04-13,Deutschland,Rheinland-Pfalz,Worms,15,0
2020-04-13,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,2,0
2020-04-13,Deutschland,Saarland,Merzig-Wadern,15,0
2020-04-13,Deutschland,Saarland,Neunkirchen,26,2
2020-04-13,Deutschland,Saarland,Saarlouis,34,1
2020-04-13,Deutschland,Saarland,Saarpfalz-Kreis,11,3
2020-04-13,Deutschland,Saarland,Sankt Wendel,5,0
2020-04-13,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,75,10
2020-04-20,Deutschland,Rheinland-Pfalz,Ahrweiler,5,0
2020-04-20,Deutschland,Rheinland-Pfalz,Altenkirchen,14,0
2020-04-20,Deutschland,Rheinland-Pfalz,Alzey-Worms,33,2
2020-04-20,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,10,1
2020-04-20,Deutschland,Rheinland-Pfalz,Bad Kreuznach,19,2
2020-04-20,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,2,0
