week,country,region,sub_region,cases,deaths
2020-04-20,Deutschland,Rheinland-Pfalz,Birkenfeld,5,0
2020-04-20,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,8,0
2020-04-20,Deutschland,Rheinland-Pfalz,Donnersbergkreis,9,2
2020-04-20,Deutschland,Rheinland-Pfalz,Frankenthal,4,0
2020-04-20,Deutschland,Rheinland-Pfalz,Germersheim,4,1
2020-04-20,Deutschland,Rheinland-Pfalz,Kaiserslautern,1,0
2020-04-20,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),2,1
2020-04-20,Deutschland,Rheinland-Pfalz,Koblenz,11,0
2020-04-20,Deutschland,Rheinland-Pfalz,Kusel,1,0
2020-04-20,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,3,0
2020-04-20,Deutschland,Rheinland-Pfalz,Ludwigshafen,13,0
2020-04-20,Deutschland,Rheinland-Pfalz,Mainz,53,3
2020-04-20,Deutschland,Rheinland-Pfalz,Mainz-Bingen,26,6
2020-04-20,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,5,0
2020-04-20,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,1,0
2020-04-20,Deutschland,Rheinland-Pfalz,Neuwied,3,0
2020-04-20,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,5,2
2020-04-20,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,6,0
2020-04-20,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,2,0
2020-04-20,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,1,0
2020-04-20,Deutschland,Rheinland-Pfalz,Speyer,10,0
2020-04-20,Deutschland,Rheinland-Pfalz,Trier,2,0
2020-04-20,Deutschland,Rheinland-Pfalz,Trier-Saarburg,8,1
2020-04-20,Deutschland,Rheinland-Pfalz,Vulkaneifel,8,3
2020-04-20,Deutschland,Rheinland-Pfalz,Westerwaldkreis,7,0
2020-04-20,Deutschland,Rheinland-Pfalz,Worms,19,0
2020-04-20,Deutschland,Saarland,Merzig-Wadern,8,0
2020-04-20,Deutschland,Saarland,Neunkirchen,6,0
2020-04-20,Deutschland,Saarland,Saarlouis,37,0
2020-04-20,Deutschland,Saarland,Saarpfalz-Kreis,12,4
2020-04-20,Deutschland,Saarland,Sankt Wendel,2,0
2020-04-20,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,76,12
2020-04-27,Deutschland,Rheinland-Pfalz,Ahrweiler,18,0
2020-04-27,Deutschland,Rheinland-Pfalz,Altenkirchen,3,0
2020-04-27,Deutschland,Rheinland-Pfalz,Alzey-Worms,31,5
2020-04-27,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,2,0
2020-04-27,Deutschland,Rheinland-Pfalz,Bad Kreuznach,1,0
2020-04-27,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,3,0
2020-04-27,Deutschland,Rheinland-Pfalz,Birkenfeld,1,0
2020-04-27,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,6,1
2020-04-27,Deutschland,Rheinland-Pfalz,Cochem-Zell,1,0
2020-04-27,Deutschland,Rheinland-Pfalz,Donnersbergkreis,3,0
2020-04-27,Deutschland,Rheinland-Pfalz,Frankenthal,1,0
2020-04-27,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),15,0
2020-04-27,Deutschland,Rheinland-Pfalz,Koblenz,3,0
2020-04-27,Deutschland,Rheinland-Pfalz,Kusel,2,0
2020-04-27,Deutschland,Rheinland-Pfalz,Ludwigshafen,13,0
2020-04-27,Deutschland,Rheinland-Pfalz,Mainz,23,1
2020-04-27,Deutschland,Rheinland-Pfalz,Mainz-Bingen,16,1
2020-04-27,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,5,0
2020-04-27,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,1,0
2020-04-27,Deutschland,Rheinland-Pfalz,Neuwied,2,0
2020-04-27,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,1,0
2020-04-27,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,5,0
2020-04-27,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,3,0
2020-04-27,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,1,0
2020-04-27,Deutschland,Rheinland-Pfalz,Speyer,8,0
2020-04-27,Deutschland,Rheinland-Pfalz,Trier,2,0
2020-04-27,Deutschland,Rheinland-Pfalz,Trier-Saarburg,12,2
2020-04-27,Deutschland,Rheinland-Pfalz,Vulkaneifel,5,0
2020-04-27,Deutschland,Rheinland-Pfalz,Westerwaldkreis,7,0
2020-04-27,Deutschland,Rheinland-Pfalz,Worms,9,0
2020-04-27,Deutschland,Saarland,Merzig-Wadern,4,0
2020-04-27,Deutschland,Saarland,Neunkirchen,13,0
2020-04-27,Deutschland,Saarland,Saarlouis,12,0
2020-04-27,Deutschland,Saarland,Saarpfalz-Kreis,13,1
2020-04-27,Deutschland,Saarland,Sankt Wendel,3,1
2020-04-27,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,30,1
2020-05-04,Deutschland,Rheinland-Pfalz,Ahrweiler,12,0
2020-05-04,Deutschland,Rheinland-Pfalz,Altenkirchen,4,0
2020-05-04,Deutschland,Rheinland-Pfalz,Alzey-Worms,10,0
2020-05-04,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,6,0
2020-05-04,Deutschland,Rheinland-Pfalz,Bad Kreuznach,6,2
2020-05-04,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,14,0
2020-05-04,Deutschland,Rheinland-Pfalz,Birkenfeld,1,0
2020-05-04,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,3,0
2020-05-04,Deutschland,Rheinland-Pfalz,Cochem-Zell,1,0
2020-05-04,Deutschland,Rheinland-Pfalz,Donnersbergkreis,9,0
2020-05-04,Deutschland,Rheinland-Pfalz,Germersheim,2,0
2020-05-04,Deutschland,Rheinland-Pfalz,Kaiserslautern,3,0
2020-05-04,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),9,0
2020-05-04,Deutschland,Rheinland-Pfalz,Koblenz,2,0
2020-05-04,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,1,1
2020-05-04,Deutschland,Rheinland-Pfalz,Ludwigshafen,12,0
2020-05-04,Deutschland,Rheinland-Pfalz,Mainz,32,1
2020-05-04,Deutschland,Rheinland-Pfalz,Mainz-Bingen,13,0
2020-05-04,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,1,0
2020-05-04,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,1,0
2020-05-04,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,2,0
2020-05-04,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,6,0
2020-05-04,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,3,0
2020-05-04,Deutschland,Rheinland-Pfalz,Speyer,1,1
2020-05-04,Deutschland,Rheinland-Pfalz,Trier,1,0
2020-05-04,Deutschland,Rheinland-Pfalz,Trier-Saarburg,5,0
2020-05-04,Deutschland,Rheinland-Pfalz,Vulkaneifel,2,0
2020-05-04,Deutschland,Rheinland-Pfalz,Westerwaldkreis,11,0
2020-05-04,Deutschland,Rheinland-Pfalz,Worms,10,0
2020-05-04,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,1,0
2020-05-04,Deutschland,Saarland,Merzig-Wadern,4,0
2020-05-04,Deutschland,Saarland,Neunkirchen,6,0
2020-05-04,Deutschland,Saarland,Saarlouis,9,2
2020-05-04,Deutschland,Saarland,Saarpfalz-Kreis,5,1
2020-05-04,Deutschland,Saarland,Sankt Wendel,6,1
2020-05-04,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,5,0
2020-05-11,Deutschland,Rheinland-Pfalz,Ahrweiler,23,0
2020-05-11,Deutschland,Rheinland-Pfalz,Altenkirchen,2,0
2020-05-11,Deutschland,Rheinland-Pfalz,Alzey-Worms,10,0
2020-05-11,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,2,0
2020-05-11,Deutschland,Rheinland-Pfalz,Bad Kreuznach,3,0
2020-05-11,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,5,0
2020-05-11,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,4,0
2020-05-11,Deutschland,Rheinland-Pfalz,Donnersbergkreis,6,1
2020-05-11,Deutschland,Rheinland-Pfalz,Germersheim,1,0
2020-05-11,Deutschland,Rheinland-Pfalz,Kaiserslautern,1,0
2020-05-11,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),13,0
2020-05-11,Deutschland,Rheinland-Pfalz,Kusel,1,0
2020-05-11,Deutschland,Rheinland-Pfalz,Ludwigshafen,12,0
2020-05-11,Deutschland,Rheinland-Pfalz,Mainz,20,0
2020-05-11,Deutschland,Rheinland-Pfalz,Mainz-Bingen,15,1
2020-05-11,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,1,0
2020-05-11,Deutschland,Rheinland-Pfalz,Pirmasens,1,0
2020-05-11,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,11,0
2020-05-11,Deutschland,Rheinland-Pfalz,Speyer,2,0
2020-05-11,Deutschland,Rheinland-Pfalz,Trier,1,0
2020-05-11,Deutschland,Rheinland-Pfalz,Trier-Saarburg,1,0
2020-05-11,Deutschland,Rheinland-Pfalz,Westerwaldkreis,8,0
2020-05-11,Deutschland,Rheinland-Pfalz,Worms,5,0
2020-05-11,Deutschland,Saarland,Merzig-Wadern,3,0
2020-05-11,Deutschland,Saarland,Neunkirchen,10,0
2020-05-11,Deutschland,Saarland,Saarlouis,5,0
2020-05-11,Deutschland,Saarland,Saarpfalz-Kreis,2,0
2020-05-11,Deutschland,Saarland,Sankt Wendel,2,0
2020-05-11,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,9,1
2020-05-18,Deutschland,Rheinland-Pfalz,Ahrweiler,10,0
2020-05-18,Deutschland,Rheinland-Pfalz,Altenkirchen,4,0
2020-05-18,Deutschland,Rheinland-Pfalz,Alzey-Worms,3,0
2020-05-18,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,2,0
2020-05-18,Deutschland,Rheinland-Pfalz,Birkenfeld,2,0
2020-05-18,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,1,0
2020-05-18,Deutschland,Rheinland-Pfalz,Cochem-Zell,1,0
2020-05-18,Deutschland,Rheinland-Pfalz,Donnersbergkreis,2,0
2020-05-18,Deutschland,Rheinland-Pfalz,Frankenthal,1,0
2020-05-18,Deutschland,Rheinland-Pfalz,Germersheim,3,0
2020-05-18,Deutschland,Rheinland-Pfalz,Kaiserslautern,1,0
2020-05-18,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),16,0
2020-05-18,Deutschland,Rheinland-Pfalz,Ludwigshafen,4,0
2020-05-18,Deutschland,Rheinland-Pfalz,Mainz,13,0
2020-05-18,Deutschland,Rheinland-Pfalz,Mainz-Bingen,3,0
2020-05-18,Deutschland,Rheinland-Pfalz,Neuwied,1,0
2020-05-18,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,2,0
2020-05-18,Deutschland,Rheinland-Pfalz,Westerwaldkreis,1,0
2020-05-18,Deutschland,Rheinland-Pfalz,Worms,7,0
2020-05-18,Deutschland,Saarland,Merzig-Wadern,2,0
2020-05-18,Deutschland,Saarland,Saarlouis,7,0
2020-05-18,Deutschland,Saarland,Saarpfalz-Kreis,1,1
2020-05-18,Deutschland,Saarland,Sankt Wendel,1,0
2020-05-18,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,8,0
2020-05-25,Deutschland,Rheinland-Pfalz,Ahrweiler,4,0
2020-05-25,Deutschland,Rheinland-Pfalz,Altenkirchen,2,0
2020-05-25,Deutschland,Rheinland-Pfalz,Alzey-Worms,3,0
2020-05-25,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,7,0
2020-05-25,Deutschland,Rheinland-Pfalz,Birkenfeld,2,1
2020-05-25,Deutschland,Rheinland-Pfalz,Cochem-Zell,1,0
2020-05-25,Deutschland,Rheinland-Pfalz,Donnersbergkreis,2,0
2020-05-25,Deutschland,Rheinland-Pfalz,Frankenthal,1,0
2020-05-25,Deutschland,Rheinland-Pfalz,Ludwigshafen,7,0
2020-05-25,Deutschland,Rheinland-Pfalz,Mainz,47,1
2020-05-25,Deutschland,Rheinland-Pfalz,Mainz-Bingen,5,0
2020-05-25,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,2,1
2020-05-25,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,1,0
2020-05-25,Deutschland,Rheinland-Pfalz,Neuwied,3,0
2020-05-25,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,1,0
2020-05-25,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,6,0
2020-05-25,Deutschland,Rheinland-Pfalz,Speyer,2,0
2020-05-25,Deutschland,Rheinland-Pfalz,Trier,1,0
2020-05-25,Deutschland,Rheinland-Pfalz,Westerwaldkreis,3,0
2020-05-25,Deutschland,Rheinland-Pfalz,Worms,7,0
2020-05-25,Deutschland,Saarland,Merzig-Wadern,3,0
2020-05-25,Deutschland,Saarland,Neunkirchen,2,1
2020-05-25,Deutschland,Saarland,Saarlouis,2,0
2020-05-25,Deutschland,Saarland,Saarpfalz-Kreis,6,1
2020-05-25,Deutschland,Saarland,Sankt Wendel,1,0
2020-05-25,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,12,1
2020-06-01,Deutschland,Rheinland-Pfalz,Ahrweiler,5,0
2020-06-01,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,2,0
2020-06-01,Deutschland,Rheinland-Pfalz,Bad Kreuznach,3,0
2020-06-01,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,4,0
2020-06-01,Deutschland,Rheinland-Pfalz,Cochem-Zell,3,0
2020-06-01,Deutschland,Rheinland-Pfalz,Kaiserslautern,2,0
2020-06-01,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),15,0
2020-06-01,Deutschland,Rheinland-Pfalz,Koblenz,1,0
2020-06-01,Deutschland,Rheinland-Pfalz,Ludwigshafen,9,0
2020-06-01,Deutschland,Rheinland-Pfalz,Mainz,19,0
2020-06-01,Deutschland,Rheinland-Pfalz,Mainz-Bingen,2,0
2020-06-01,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,4,0
2020-06-01,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,1,0
2020-06-01,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,10,0
2020-06-01,Deutschland,Rheinland-Pfalz,Speyer,1,0
2020-06-01,Deutschland,Rheinland-Pfalz,Trier-Saarburg,2,0
2020-06-01,Deutschland,Rheinland-Pfalz,Westerwaldkreis,3,0
2020-06-01,Deutschland,Saarland,Merzig-Wadern,5,0
2020-06-01,Deutschland,Saarland,Neunkirchen,7,1
2020-06-01,Deutschland,Saarland,Saarlouis,6,0
2020-06-01,Deutschland,Saarland,Saarpfalz-Kreis,1,0
2020-06-01,Deutschland,Saarland,Sankt Wendel,1,0
2020-06-01,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,3,0
2020-06-08,Deutschland,Rheinland-Pfalz,Ahrweiler,2,0
2020-06-08,Deutschland,Rheinland-Pfalz,Altenkirchen,2,0
2020-06-08,Deutschland,Rheinland-Pfalz,Alzey-Worms,1,0
2020-06-08,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,3,0
2020-06-08,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,3,0
2020-06-08,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,2,0
2020-06-08,Deutschland,Rheinland-Pfalz,Cochem-Zell,2,0
2020-06-08,Deutschland,Rheinland-Pfalz,Donnersbergkreis,1,0
2020-06-08,Deutschland,Rheinland-Pfalz,Frankenthal,1,0
2020-06-08,Deutschland,Rheinland-Pfalz,Germersheim,3,1
2020-06-08,Deutschland,Rheinland-Pfalz,Kaiserslautern,1,0
2020-06-08,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),2,0
2020-06-08,Deutschland,Rheinland-Pfalz,Koblenz,1,0
2020-06-08,Deutschland,Rheinland-Pfalz,Ludwigshafen,2,0
2020-06-08,Deutschland,Rheinland-Pfalz,Mainz,14,0
2020-06-08,Deutschland,Rheinland-Pfalz,Mainz-Bingen,1,0
2020-06-08,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,2,0
2020-06-08,Deutschland,Rheinland-Pfalz,Neuwied,1,0
2020-06-08,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,4,0
2020-06-08,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,3,0
2020-06-08,Deutschland,Rheinland-Pfalz,Speyer,6,0
2020-06-08,Deutschland,Rheinland-Pfalz,Trier,1,0
2020-06-08,Deutschland,Rheinland-Pfalz,Trier-Saarburg,2,0
2020-06-08,Deutschland,Rheinland-Pfalz,Westerwaldkreis,3,0
2020-06-08,Deutschland,Rheinland-Pfalz,Worms,2,0
2020-06-08,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,1,0
2020-06-08,Deutschland,Saarland,Merzig-Wadern,3,0
2020-06-08,Deutschland,Saarland,Neunkirchen,6,0
2020-06-08,Deutschland,Saarland,Saarlouis,4,0
2020-06-08,Deutschland,Saarland,Saarpfalz-Kreis,2,0
2020-06-08,Deutschland,Saarland,Sankt Wendel,2,0
2020-06-08,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,3,0
2020-06-15,Deutschland,Rheinland-Pfalz,Altenkirchen,5,0
2020-06-15,Deutschland,Rheinland-Pfalz,Alzey-Worms,1,0
2020-06-15,Deutschland,Rheinland-Pfalz,Bad Kreuznach,2,0
2020-06-15,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,3,0
2020-06-15,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,1,0
2020-06-15,Deutschland,Rheinland-Pfalz,Cochem-Zell,1,0
2020-06-15,Deutschland,Rheinland-Pfalz,Frankenthal,2,0
2020-06-15,Deutschland,Rheinland-Pfalz,Germersheim,5,0
2020-06-15,Deutschland,Rheinland-Pfalz,Kaiserslautern,1,0
2020-06-15,Deutschland,Rheinland-Pfalz,Koblenz,1,0
2020-06-15,Deutschland,Rheinland-Pfalz,Mainz,8,0
2020-06-15,Deutschland,Rheinland-Pfalz,Mainz-Bingen,2,0
2020-06-15,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,6,0
2020-06-15,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,7,0
2020-06-15,Deutschland,Rheinland-Pfalz,Speyer,5,0
2020-06-15,Deutschland,Rheinland-Pfalz,Trier-Saarburg,4,0
2020-06-15,Deutschland,Rheinland-Pfalz,Vulkaneifel,1,1
2020-06-15,Deutschland,Rheinland-Pfalz,Westerwaldkreis,5,0
2020-06-15,Deutschland,Rheinland-Pfalz,Worms,1,0
2020-06-15,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,5,0
2020-06-15,Deutschland,Saarland,Merzig-Wadern,1,0
2020-06-15,Deutschland,Saarland,Neunkirchen,1,0
2020-06-15,Deutschland,Saarland,Saarlouis,4,1
2020-06-15,Deutschland,Saarland,Sankt Wendel,1,0
2020-06-15,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,1,0
2020-06-22,Deutschland,Rheinland-Pfalz,Ahrweiler,3,0
2020-06-22,Deutschland,Rheinland-Pfalz,Alzey-Worms,1,0
2020-06-22,Deutschland,Rheinland-Pfalz,Bad Kreuznach,1,0
2020-06-22,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,5,0
2020-06-22,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,12,0
2020-06-22,Deutschland,Rheinland-Pfalz,Cochem-Zell,1,0
2020-06-22,Deutschland,Rheinland-Pfalz,Germersheim,12,0
2020-06-22,Deutschland,Rheinland-Pfalz,Kaiserslautern,3,0
2020-06-22,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),4,0
2020-06-22,Deutschland,Rheinland-Pfalz,Kusel,1,0
2020-06-22,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,2,0
2020-06-22,Deutschland,Rheinland-Pfalz,Ludwigshafen,6,0
2020-06-22,Deutschland,Rheinland-Pfalz,Mainz,1,0
2020-06-22,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,3,0
2020-06-22,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,4,0
2020-06-22,Deutschland,Rheinland-Pfalz,Speyer,5,0
2020-06-22,Deutschland,Rheinland-Pfalz,Trier,1,0
2020-06-22,Deutschland,Rheinland-Pfalz,Vulkaneifel,4,0
2020-06-22,Deutschland,Rheinland-Pfalz,Westerwaldkreis,3,0
2020-06-22,Deutschland,Rheinland-Pfalz,Worms,1,0
2020-06-22,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,2,0
2020-06-22,Deutschland,Saarland,Merzig-Wadern,2,0
2020-06-22,Deutschland,Saarland,Saarlouis,3,0
2020-06-22,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,1,0
2020-06-29,Deutschland,Rheinland-Pfalz,Ahrweiler,9,0
2020-06-29,Deutschland,Rheinland-Pfalz,Altenkirchen,4,0
2020-06-29,Deutschland,Rheinland-Pfalz,Bad Kreuznach,1,0
2020-06-29,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,2,0
2020-06-29,Deutschland,Rheinland-Pfalz,Cochem-Zell,1,0
2020-06-29,Deutschland,Rheinland-Pfalz,Donnersbergkreis,1,0
2020-06-29,Deutschland,Rheinland-Pfalz,Germersheim,23,0
2020-06-29,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),7,0
2020-06-29,Deutschland,Rheinland-Pfalz,Kusel,4,0
2020-06-29,Deutschland,Rheinland-Pfalz,Ludwigshafen,8,0
2020-06-29,Deutschland,Rheinland-Pfalz,Mainz,3,0
2020-06-29,Deutschland,Rheinland-Pfalz,Mainz-Bingen,2,0
2020-06-29,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,1,0
2020-06-29,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,1,0
2020-06-29,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,5,0
2020-06-29,Deutschland,Rheinland-Pfalz,Speyer,6,0
2020-06-29,Deutschland,Rheinland-Pfalz,Trier,2,0
2020-06-29,Deutschland,Rheinland-Pfalz,Trier-Saarburg,4,0
2020-06-29,Deutschland,Rheinland-Pfalz,Westerwaldkreis,9,0
2020-06-29,Deutschland,Rheinland-Pfalz,Worms,2,1
2020-06-29,Deutschland,Saarland,Saarlouis,1,0
2020-06-29,Deutschland,Saarland,Saarpfalz-Kreis,1,0
2020-06-29,Deutschland,Saarland,Sankt Wendel,1,0
2020-06-29,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,1,0
2020-07-06,Deutschland,Rheinland-Pfalz,Ahrweiler,6,0
2020-07-06,Deutschland,Rheinland-Pfalz,Altenkirchen,2,0
2020-07-06,Deutschland,Rheinland-Pfalz,Alzey-Worms,1,0
2020-07-06,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,4,0
2020-07-06,Deutschland,Rheinland-Pfalz,Birkenfeld,1,0
2020-07-06,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,9,0
2020-07-06,Deutschland,Rheinland-Pfalz,Germersheim,9,0
2020-07-06,Deutschland,Rheinland-Pfalz,Kaiserslautern,2,0
2020-07-06,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),8,0
2020-07-06,Deutschland,Rheinland-Pfalz,Koblenz,5,0
2020-07-06,Deutschland,Rheinland-Pfalz,Kusel,1,0
2020-07-06,Deutschland,Rheinland-Pfalz,Ludwigshafen,3,0
2020-07-06,Deutschland,Rheinland-Pfalz,Mainz,4,0
2020-07-06,Deutschland,Rheinland-Pfalz,Mainz-Bingen,3,0
2020-07-06,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,1,0
2020-07-06,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,4,0
2020-07-06,Deutschland,Rheinland-Pfalz,Neuwied,2,0
2020-07-06,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,2,0
2020-07-06,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,8,0
2020-07-06,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,8,0
2020-07-06,Deutschland,Rheinland-Pfalz,Speyer,1,0
2020-07-06,Deutschland,Rheinland-Pfalz,Trier,9,0
2020-07-06,Deutschland,Rheinland-Pfalz,Trier-Saarburg,14,0
2020-07-06,Deutschland,Rheinland-Pfalz,Vulkaneifel,1,0
2020-07-06,Deutschland,Rheinland-Pfalz,Westerwaldkreis,4,0
2020-07-06,Deutschland,Rheinland-Pfalz,Worms,1,0
2020-07-06,Deutschland,Saarland,Merzig-Wadern,1,0
2020-07-06,Deutschland,Saarland,Neunkirchen,2,0
2020-07-06,Deutschland,Saarland,Saarlouis,2,0
2020-07-06,Deutschland,Saarland,Saarpfalz-Kreis,8,0
2020-07-06,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,2,0
2020-07-13,Deutschland,Rheinland-Pfalz,Ahrweiler,7,1
2020-07-13,Deutschland,Rheinland-Pfalz,Altenkirchen,2,0
2020-07-13,Deutschland,Rheinland-Pfalz,Bad Kreuznach,2,0
2020-07-13,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,6,0
2020-07-13,Deutschland,Rheinland-Pfalz,Birkenfeld,1,0
2020-07-13,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,18,0
2020-07-13,Deutschland,Rheinland-Pfalz,Germersheim,2,0
2020-07-13,Deutschland,Rheinland-Pfalz,Kaiserslautern,3,0
2020-07-13,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),12,0
2020-07-13,Deutschland,Rheinland-Pfalz,Koblenz,1,0
2020-07-13,Deutschland,Rheinland-Pfalz,Kusel,2,0
2020-07-13,Deutschland,Rheinland-Pfalz,Ludwigshafen,6,0
2020-07-13,Deutschland,Rheinland-Pfalz,Mainz,8,0
2020-07-13,Deutschland,Rheinland-Pfalz,Mainz-Bingen,2,0
2020-07-13,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,7,1
2020-07-13,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,1,0
2020-07-13,Deutschland,Rheinland-Pfalz,Neuwied,12,0
2020-07-13,Deutschland,Rheinland-Pfalz,Pirmasens,3,0
2020-07-13,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,2,0
2020-07-13,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,3,1
2020-07-13,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,6,0
2020-07-13,Deutschland,Rheinland-Pfalz,Trier,7,0
2020-07-13,Deutschland,Rheinland-Pfalz,Trier-Saarburg,13,0
2020-07-13,Deutschland,Rheinland-Pfalz,Vulkaneifel,1,0
